date,location,brand,name,SKU,price,discount,PWD
2025-10-02 16:56:55,Coto,DOWNY,Aromatizante Para Ropa April Fresh Downy 345g,30772097953,"$38.776,99",40%Dto,"$23.266,19"
2025-10-02 16:56:58,Coto,DOWNY,Aromatizante Para Ropa Fresh Downy 141g,30772087251,"$18.208,99",40%Dto,"$10.925,39"
2025-10-02 16:57:01,Coto,DOWNY,Aromatizante Para Ropa Fresh Downy 345g,30772095713,"$38.776,99",40%Dto,"$23.266,19"
2025-10-02 16:57:03,Coto,DOWNY,Aromatizante Para Ropa Lush Downy 141g,30772087343,"$18.208,99",40%Dto,"$10.925,39"
2025-10-02 16:57:06,Coto,DOWNY,Aromatizante Para Ropa Lush Downy 345g,30772095720,"$38.776,99",40%Dto,"$23.266,19"
2025-10-02 16:57:09,Coto,DOWNY,Enjuague Concentrado Adorable Downy 900ml,7500435160070,"$13.098,99",40%Dto,"$7.859,39"
2025-10-02 16:57:12,Coto,DOWNY,Enjuague Concentrado Downy 450ml,7500435159999,"$7.637,99",40%Dto,"$4.582,79"
2025-10-02 16:57:15,Coto,DOWNY,Enjuague Concentrado Místico Downy 450ml,7500435160087,"$7.637,99",40%Dto,"$4.582,79"
2025-10-02 16:57:18,Coto,DOWNY,Enjuague Concentrado Místico Downy 900ml,7500435160001,"$13.098,99",40%Dto,"$7.859,39"
2025-10-02 16:57:20,Coto,DOWNY,Enjuague Concentrado Perfume Brisa Suave Downy 1l,7500435243650,"$13.098,99",40%Dto,"$7.859,39"
2025-10-02 16:57:23,Coto,DOWNY,Enjuague Concentrado Perfume Brisa Suave Downy 500ml,7500435243612,"$7.637,99",40%Dto,"$4.582,79"
2025-10-02 16:57:26,Coto,DOWNY,Suavizante De Telas DOWNY Concentrado Brisa De Verano 1 L,7506339332643,"$13.098,99",40%Dto,"$7.859,39"
2025-10-02 16:57:29,Coto,DOWNY,Suavizante De Telas DOWNY Concentrado Brisa De Verano 500 Ml,7506195143834,"$7.637,99",40%Dto,"$4.582,79"
2025-10-02 16:56:58,Coto,GILLETTE,Máquina De Afeitar Eléctrica 3 En 1 GILLETTE Styler 1 Kit,7702018330126,"$47.423,00",N/A,N/A
2025-10-02 16:57:04,Coto,GILLETTE PRESTOBARBA3,"Máquina De Afeitar GILLETTE PRESTOBARBA3 Fresh Con Eucalipto Y 3 Hojas, 4 Uds",7702018983902,"$10.148,00",N/A,N/A
2025-10-02 16:57:10,Coto,GILLETTE PRESTOBARBA3,Máquinas Para Afeitar GILLETTE PRESTOBARBA3 2 Unidades,7702018874729,"$5.126,00",N/A,N/A
2025-10-02 16:57:16,Coto,GILLETTE PRESTOBARBA3,Máquinas Para Afeitar GILLETTE PRESTOBARBA3 4 Unidades,7702018874750,"$9.242,00",N/A,N/A
2025-10-02 16:57:21,Coto,GILLETTE PRESTOBARBA3,Máquinas Para Afeitar Gillette Prestobarba3 Sensitive 4 Unidades,7506339337532,"$10.132,00",N/A,N/A
2025-10-02 16:57:27,Coto,GILLETTE PRESTOBARBA3,Máquinas Para Afeitar Gillette Prestobarba3 Sensitive 8 Unidades,7506339337549,"$19.157,00",N/A,N/A
2025-10-02 16:57:33,Coto,GILLETTE VENUS,Máquinas Para Afeitar Gillette Venus Simply3 2 Unidades,7702018072392,"$5.638,00",N/A,N/A
2025-10-02 16:57:39,Coto,GILLETTE VENUS,Repuesto Para Máquina De Afeitar Mujer GILLETTE VENUS Original Con Hojas 2 Ud,7702018072477,"$7.600,00",N/A,N/A
2025-10-02 16:57:45,Coto,GILLETTE,Máquina De Afeitar Prestobarba Ultragrip2 5 Un,7500435160674,"$5.589,00",N/A,N/A
2025-10-02 16:57:51,Coto,GILLETTE,Repuestos De Afeitar GILLETTE Mach3 Sensitive 4 Un,7702018037896,"$12.985,00",N/A,N/A
2025-10-02 16:57:57,Coto,GILLETTE,"GILLETTE Prestobarba3 Máquina De Afeitar Desechable Con Afeitadas Suaves, 4 Unidades",7500435189408,"$9.242,00",N/A,N/A
2025-10-02 16:58:03,Coto,GILLETTE,Máquina De Afeitar GILLETTE Proshield 1 Un,7702018382323,"$25.986,00",N/A,N/A
2025-10-02 16:57:47,Jumbo,DOWNY,Suavizante Concentrado Brisa Intenso 500 Ml Downy,14130206004,$7.635,2do al 70%,"$4.962,75"
2025-10-02 16:57:54,Jumbo,DOWNY,Suavizante Concentrado Brisa Intenso Downy,14130206011,$6.100,2do al 70%,$3.965
2025-10-02 16:58:00,Jumbo,DOWNY,Suavizante Concentrado Brisa Intenso 1 L Downy,14130206003,$13.800,2do al 70%,$8.970
2025-10-02 16:58:13,Jumbo,PRINGLES,Papas Fritas Pringles Original X104gs,11130104095,$4.950,N/A,N/A
2025-10-02 16:58:23,Jumbo,LAY´S,Papas Fritas Lays Clásicas 330 G,11130101217,$8.950,N/A,N/A
2025-10-02 16:58:34,Jumbo,PRINGLES,Papas Fritas Pringles Crema Y Cebolla X109gs,11130104096,$4.950,N/A,N/A
2025-10-02 16:58:46,Jumbo,Cuisine & CO,Papas Fritas Tradicionales 250 Grs Cuisine & Co,11130167001,$3.437,N/A,N/A
2025-10-02 16:58:57,Jumbo,DORITOS,Nachos Doritos Queso 200 G,11131154043,$6.240,N/A,N/A
2025-10-02 16:59:08,Jumbo,DORITOS,Nachos Doritos Queso 129 G,11131154042,$3.760,N/A,N/A
2025-10-02 16:59:18,Jumbo,LAY´S,Papas Fritas Lays Clásicas 134 G,11130101210,$3.800,N/A,N/A
2025-10-02 16:59:28,Jumbo,PRINGLES,Papas Fritas Pringles Queso X109gs,11130104097,$4.950,N/A,N/A
2025-10-02 16:59:39,Jumbo,LAY´S,Papas Fritas Lays Clásicas 230 G,11130101213,$6.320,N/A,N/A
2025-10-02 16:59:50,Jumbo,KRACH-ITOS,Papas Fritas Americana X 275 Gr Krach-itos,11130118074,$5.450,N/A,N/A
2025-10-02 17:00:01,Jumbo,MANI KING,Maní Salado Sin Piel Mani King 350 Gr,11130961020,$4.150,N/A,N/A
2025-10-02 17:00:11,Jumbo,KRACH-ITOS,Palitos Salados Krachitos 110 Gr,11130709009,$1.400,N/A,N/A
2025-10-02 17:00:21,Jumbo,CUISINE & CO PREMIUM,Papas Chips Clásicas 140 Grs Cuisine & Co,11130154001,$3.290,N/A,N/A
2025-10-02 17:00:33,Jumbo,Cuisine & CO,Papas Fritas Corte Americano 150 Grs Cuisine & Co,11130167003,$2.205,N/A,N/A
2025-10-02 17:00:38,Jumbo,MANI KING,Maní Salado Sin Piel Mani King 100 Gr,11130961017,$1.200,2do al 50%,$900
2025-10-02 17:00:49,Jumbo,PRINGLES,Papas Fritas Pringles Original X37g,11130104098,$2.650,N/A,N/A
2025-10-02 17:01:03,Jumbo,CUISINE & CO PREMIUM,Papas Chips Crema Y Cebolla 140 Grs Cuisine & Co,11130154003,$3.290,N/A,N/A
2025-10-02 17:01:15,Jumbo,LAY´S,Papas Fritas Lays Clásicas 85 G,11130101209,$2.720,N/A,N/A
2025-10-02 17:01:25,Jumbo,Cuisine & CO,Palitos Salados 120 Grs Cuisine & Co,11130732002,$931,N/A,N/A
2025-10-02 17:01:35,Jumbo,MACRITAS,Nachos Macritas Restaurant Style 250gr,11131704032,$4.400,N/A,N/A
2025-10-02 16:58:21,Jumbo,GILLETTE,Repuesto Máquina De Afeitar Mach3 Carbono 3 Hojas 2 Un Gilette,13330715001,$10.150,N/A,N/A
2025-10-02 16:58:32,Jumbo,GILLETTE,Espuma De Afeitar Foamy Mentol Refrescante 322 Ml Gillette,13330127002,$11.750,N/A,N/A
2025-10-02 16:58:45,Jumbo,GILLETTE,Mach3 Sensitive Afeitadora Recargable 1 Un Gillette,13331118001,$11.600,N/A,N/A
2025-10-02 16:58:57,Jumbo,GILLETTE,Repuesto Mach3 Carbono 4 Un Gilette,13330715002,$18.250,N/A,N/A
2025-10-02 16:59:06,Jumbo,GILLETTE,Crema De Afeitar Cara Y Cuerpo 150 Ml Gillette,13330507001,$7.200,N/A,N/A
2025-10-02 16:59:16,Jumbo,GILLETTE,Antitranspirante Sport Triumph Clear Gel 82 Gr Gillette,13320706015,$8.050,N/A,N/A
2025-10-02 16:59:28,Jumbo,GILLETTE,Antitranspirante Antibacterial Clear Gel 82 Gr Gillette,13320706016,$8.000,N/A,N/A
2025-10-02 16:59:39,Jumbo,GILLETTE,Máquina De Afeitar Recargable Proshield 1 Un Gillette,13331121001,$27.300,N/A,N/A
2025-10-02 16:59:50,Jumbo,GILLETTE,Desodorante Masculino Gel Aloe Antitranspirante Gillette,13320706019,$7.700,N/A,N/A
2025-10-02 17:00:00,Jumbo,GILLETTE,Antitranspirante En Gel Specialized Cool Wave 82 Gr Gillete,13320706014,$8.000,N/A,N/A
2025-10-02 17:00:11,Jumbo,GILLETTE,Repuesto Gillette Mach3 Extra Lubricante X6u,13330714006,$27.900,N/A,N/A
2025-10-02 17:00:21,Jumbo,GILLETTE,Repuestos De Afeitar Con Hojas Más Afiladas Gillette Mach3 2 Un,13330714005,$9.600,N/A,N/A
2025-10-02 17:00:31,Jumbo,GILLETTE,Loción Aftershave Para Piel Sensible 75 Ml Gillette,13340508001,$9.250,N/A,N/A
2025-10-02 17:00:42,Jumbo,GILLETTE,Maquina Gillette Mach3 Extra Lubricante X1u,13330936001,$13.150,N/A,N/A
2025-10-02 17:00:53,Jumbo,GILLETTE,Afeitadora Recargable + Mach3 1 Un Gillette,13331123001,$10.400,N/A,N/A
2025-10-02 17:01:04,Jumbo,PRESTOBARBA,Maquina De Afeitar Gillette Prestobarba 3 Carbono 4 Un,13330901149,$10.350,N/A,N/A
2025-10-02 17:01:15,Jumbo,PRESTOBARBA,Maquina De Afeitar Fixed 3 Un Gillette Prestobarba,13331101013,$4.950,N/A,N/A
2025-10-02 17:01:26,Jumbo,PRESTOBARBA,Maquina Mach3 Sensitive 1 Un Gillette Prestobarba,13330901083,$14.650,N/A,N/A
2025-10-02 17:01:36,Jumbo,PRESTOBARBA,Maquina De Afeitar Fixed 10 Un Gillette Prestobarba,13331101012,$13.950,N/A,N/A
2025-10-02 17:01:47,Jumbo,BIC,Afeitadora Planet Kind 2 Cartuchos Gillette,13331134002,$20.350,N/A,N/A
2025-10-02 17:02:02,Coto,VIVERE,Suavizante P/Ropa Clásico Vivere  3 Ltr,7791290793743,"$10.371,99",N/A,N/A
2025-10-02 17:02:08,Coto,VIVERE,Suavizante P/Ropa Flores Silvest Vivere 900 Ml,7791290793736,"$3.192,99",N/A,N/A
